cur_task,all_tasks,xrd_full_r2,xrd_full_rmse,xrd_full_adjusted_r2,xrd_sub_r2,xrd_sub_rmse,xrd_sub_adjusted_r2,logxrd_full_r2,logxrd_full_rmse,logxrd_full_adjusted_r2,logxrd_sub_r2,logxrd_sub_rmse,logxrd_sub_adjusted_r2,xrdat_full_r2,xrdat_full_rmse,xrdat_full_adjusted_r2,xrdat_sub_r2,xrdat_sub_rmse,xrdat_sub_adjusted_r2,xrdppe_full_r2,xrdppe_full_rmse,xrdppe_full_adjusted_r2,xrdppe_sub_r2,xrdppe_sub_rmse,xrdppe_sub_adjusted_r2,xrdrank_full_r2,xrdrank_full_rmse,xrdrank_full_adjusted_r2,xrdrank_sub_r2,xrdrank_sub_rmse,xrdrank_sub_adjusted_r2,comment
XGB,[6],0.3760318366977303,1117.6429938221395,0.37554237312438377,-0.7091338113569774,307.0820035611981,0.36870138365141614,0.8143385635249035,1.076475063151938,0.814168481593358,0.7122300964258348,1.1957075719806105,0.8121956568250525,0.03701610989596171,60.87211229250797,0.036260709919413214,0.5238991059093172,4.709599341010624,0.025702859307333514,0.05741162396116084,156.149026270326,0.05666134666235256,0.07655053647086318,178.42396743632867,0.046656393746203784,0.6477821823815383,31178.67106784278,0.6475058897728009,0.5697069632608782,24766.71022667608,0.6436442850880884,
