cur_task,all_tasks,xrd_full_r2,xrd_full_rmse,xrd_full_adjusted_r2,xrd_sub_r2,xrd_sub_rmse,xrd_sub_adjusted_r2,logxrd_full_r2,logxrd_full_rmse,logxrd_full_adjusted_r2,logxrd_sub_r2,logxrd_sub_rmse,logxrd_sub_adjusted_r2,xrdat_full_r2,xrdat_full_rmse,xrdat_full_adjusted_r2,xrdat_sub_r2,xrdat_sub_rmse,xrdat_sub_adjusted_r2,xrdppe_full_r2,xrdppe_full_rmse,xrdppe_full_adjusted_r2,xrdppe_sub_r2,xrdppe_sub_rmse,xrdppe_sub_adjusted_r2,xrdrank_full_r2,xrdrank_full_rmse,xrdrank_full_adjusted_r2,xrdrank_sub_r2,xrdrank_sub_rmse,xrdrank_sub_adjusted_r2,comment
MLP,[4],0.3152530985542511,1237.092390824204,0.31457778196658315,0.3669569021645912,232.03316067181152,0.3044331700889684,0.7577583960244015,1.2220587139909225,0.7574715983537328,0.5820475873656574,1.4660002166859127,0.7540047906501255,0.038908491984303795,2.443065097848503,0.03796063659969462,0.3793151801701773,5.641961204710743,0.023721944453581667,0.01832065577761255,98.30016843822216,0.017340796172656492,-7.026144092536768e-05,125.55991561961346,0.003192960874900952,0.702797483252479,31507.460633649942,0.7025043737998733,0.28520460273694015,33237.77196545302,0.6981012809562428,
