cur_task,all_tasks,xrd_full_r2,xrd_full_rmse,xrd_full_adjusted_r2,xrd_sub_r2,xrd_sub_rmse,xrd_sub_adjusted_r2,logxrd_full_r2,logxrd_full_rmse,logxrd_full_adjusted_r2,logxrd_sub_r2,logxrd_sub_rmse,logxrd_sub_adjusted_r2,xrdat_full_r2,xrdat_full_rmse,xrdat_full_adjusted_r2,xrdat_sub_r2,xrdat_sub_rmse,xrdat_sub_adjusted_r2,xrdppe_full_r2,xrdppe_full_rmse,xrdppe_full_adjusted_r2,xrdppe_sub_r2,xrdppe_sub_rmse,xrdppe_sub_adjusted_r2,xrdrank_full_r2,xrdrank_full_rmse,xrdrank_full_adjusted_r2,xrdrank_sub_r2,xrdrank_sub_rmse,xrdrank_sub_adjusted_r2,comment
XGB,[6],0.4309394105299843,1127.75913201029,0.43041831112779994,-0.023039105689075745,294.9711452357612,0.4225991764114835,0.8135030269622803,1.0722686267247943,0.8132980159146318,0.6900063753128052,1.2625453827509963,0.8108225840109367,-20.718660354614258,11.61366162028448,-20.73854853723744,-20.029010772705078,32.84005911112029,-21.03697217491864,0.019129157066345215,98.25967072316597,0.0182201016048682,0.01331639289855957,124.71672589813285,0.0051090130771890285,0.6333832740783691,34993.975252891745,0.6330475563002562,0.42890554666519165,29709.476467955472,0.6280100864380296,
