cur_task,all_tasks,xrd_full_r2,xrd_full_rmse,xrd_full_adjusted_r2,xrd_sub_r2,xrd_sub_rmse,xrd_sub_adjusted_r2,logxrd_full_r2,logxrd_full_rmse,logxrd_full_adjusted_r2,logxrd_sub_r2,logxrd_sub_rmse,logxrd_sub_adjusted_r2,xrdat_full_r2,xrdat_full_rmse,xrdat_full_adjusted_r2,xrdat_sub_r2,xrdat_sub_rmse,xrdat_sub_adjusted_r2,xrdppe_full_r2,xrdppe_full_rmse,xrdppe_full_adjusted_r2,xrdppe_sub_r2,xrdppe_sub_rmse,xrdppe_sub_adjusted_r2,xrdrank_full_r2,xrdrank_full_rmse,xrdrank_full_adjusted_r2,xrdrank_sub_r2,xrdrank_sub_rmse,xrdrank_sub_adjusted_r2,comment
RF,[5],0.43174441386254614,1126.9611755458345,0.4311839842752879,0.635207717276703,176.13928859810068,0.4227652059551823,0.8258394946640615,1.0361975080090555,0.8256333004082727,0.725579753048532,1.1878967431638565,0.8231408260700348,-2.31003492236882,4.533868891811126,-2.3132993715895704,-0.9241167534089518,9.933681793576715,-2.362337957259524,0.038348814683870636,97.2922441844683,0.03738894611161725,-0.0031250172082673,125.7515333696877,0.023529754040584105,0.9172724313443289,16623.11047977518,0.9171908430972662,0.7534517949143077,19520.545635834562,0.9159652237132009,
